Headline,Category,Name,Country,Region,Continent,Site,Collected
PKK roadside bomb kills Danish tourist in northern Iraq,terrorism,Daily Sabah,Turkey,Middle East,MENA,https://www.dailysabah.com/politics,20220508
Jihadist attack kills 11 Egypt troops,terrorism,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220508
Jihadist attack kills 11 Egypt troops,terrorism,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220508
Arab countries condemn Sinai terrorist attack,terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220508
Oman condemns terrorist attack in Egypt,terrorism,Muscat Daily,Oman,Middle East,MENA,https://www.muscatdaily.com/,20220508
GCC condemn deadly terrorist attack in Sinai,terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220508
"Libya condemns Sinai terrorist attack, backs Egypt's efforts to combat terrorism",terrorism,Egypt Today,Egypt,North Africa,MENA,https://www.egypttoday.com/Section/News/1,20220508
Terror groups threaten rocket strikes if Israel resumes targeted killings,terrorism,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220508
"Egyptian Armed Forces foils terrorist attack in Sinai, an officer and 10 soldiers killed",terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220508
"US condemns Sinai terrorist attack, affirms partnership with Egypt in confronting terrorism",terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220508
"Turkey, UK, Italy condemn terrorist attack in Sinai",terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220508
Kuwait condemns deadly terrorist attack in Egypt’s Sinai,terrorism,Arab Times,Kuwait,Middle East,MENA,http://www.arabtimesonline.com/news/#,20220508
"Serbia, China honor Chinese martyrs killed in NATO bombing",terrorism,China Daily,China,East Asia,Asia,https://www.chinadaily.com.cn/,20220508
National Council For Human Rights condemns Sinai terrorist attack,terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220508
Egypt’s President Sisi mourns victims of Sinai terrorist attack,terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220508
EU delegation to Egypt condemns terrorist attack in Sinai,terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220508
St Catherine clergy declares war on crime,military_conflict,Jamaica Star,Jamaica,Caribbean,Latin America,http://jamaica-star.com/,20220508
"Uprising CFA holds first Islamic conference, Iftar",regime_instability,The Point,Gambia,West Africa,Africa,https://thepoint.gm/,20220508
Kuwait’s Amir condoles with Egypt’s President over terrorist attack victims,terrorism,Kuwait Times,Kuwait,Middle East,MENA,https://www.kuwaittimes.com/,20220508
"Serbian War Crimes Prosecution ‘Extremely Inefficient’, Report Says",military_conflict,Balkan Insight (Serbia),Serbia,Southern Europe,Europe,https://balkaninsight.com/balkan-transitional-justice-home/balkan-transitional-justice-serbia-news/,20220508
Amnesty International: Russia must face war crimes justice,military_conflict,Jamaica Gleaner,Jamaica,Caribbean,Latin America,https://jamaica-gleaner.com/,20220508
Energy revolution is coming,regime_instability,eKathimerini,Greece,Southern Europe,Europe,https://www.ekathimerini.com/,20220508
Police probe into Karnal terrorist arrests reveals more consignments,terrorism,India Today,India,South Asia,Asia,https://www.indiatoday.in/india,20220508
UN security council slams terrorist attack on AU troops in Somalia,terrorism,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220508
BREAKING: 11 Egyptian Soldiers Killed in Terrorist Attack Near Suez Canal,terrorism,Egyptian Streets,Egypt,North Africa,MENA,https://egyptianstreets.com/category/news-politics-and-society/,20220508
"Israel struck by series of suspected terrorist attacks in Jerusalem, Tekoa",terrorism,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220508
UN Security Council slams Al Shabab attack against AU troops in Somalia,terrorism,Mareeg,Somalia,East Africa,Africa,https://mareeg.com/news/somalia/,20220508
Somali soldier shot dead in Baladweyne,military_conflict,Mareeg,Somalia,East Africa,Africa,https://mareeg.com/news/somalia/,20220508
Meduza and the war,military_conflict,Meduza,Russia,Eastern Europe,Europe,https://meduza.io/en,20220508
Doha condemns terrorist attack west of Sinai that killed 11 Egyptian army men,terrorism,Egypt Today,Egypt,North Africa,MENA,https://www.egypttoday.com/Section/News/1,20220508
‘Putin is responsible for heinous war crimes’: Trudeau in Kyiv,military_conflict,Arab News,Saudi Arabia,Middle East,MENA,https://www.arabnews.com/,20220508
1946 Last War of Independence Royal Indian Navy Mutiny review: The 1946 naval uprising,regime_instability,The Hindu,India,South Asia,Asia,https://www.thehindu.com/,20220508
Pakistan: Maryam Nawaz slams Imran Khan over 'regime change conspiracy',regime_instability,Tajikistan News,Tajikistan,Central Asia,Asia,https://www.tajikistannews.net/,20220508
War on terrorism should never be pretext to erode Syrian sovereignty: envoy,terrorism,Tehran Times,Iran,Middle East,MENA,https://www.tehrantimes.com/,20220508
Pressure mounts over transport crisis,terrorism,NewsDay,Zimbabwe,East Africa,Africa,https://www.newsday.co.zw/,20220508
Leading during crisis and change,terrorism,NewsDay,Zimbabwe,East Africa,Africa,https://www.newsday.co.zw/,20220508
Countrywide hartal cripples crisis-hit Lanka,terrorism,The Island,Sri Lanka,South Asia,Asia,https://island.lk/category/news/,20220508
"Arab states denounce deadly terrorist attack west of Sinai, affirm support to Egypt's stabilizing measures",terrorism,Egypt Today,Egypt,North Africa,MENA,https://www.egypttoday.com/Section/News/1,20220508
Al-Azhar condemns Sinai terror attack,terrorism,Ahram Online,Egypt,North Africa,MENA,https://english.ahram.org.eg/Portal/1/Egypt.aspx,20220508
Martyrs’ Park opens in Tartous,terrorism,Syria Times,Syria,Middle East,MENA,http://syriatimes.sy/index.php/news/national,20220508
Search Continues for Elad Terrorists,terrorism,Hamodia,Israel,Middle East,MENA,https://hamodia.com/category/israel-news/,20220508
Manhunt for Elad Terrorists Continues,terrorism,Hamodia,Israel,Middle East,MENA,https://hamodia.com/category/israel-news/,20220508
Corona crisis reverses rents trend,terrorism,Arab Times,Kuwait,Middle East,MENA,http://www.arabtimesonline.com/news/#,20220508
Israel Can't Stop Terror Attacks by Assassinating Hamas Leader Sinwar,terrorism,Haaretz,Israel,Middle East,MENA,https://www.haaretz.com/,20220508
WHO begins gathering war crimes evidence of Russian attacks on health facilities,military_conflict,Saudi Gazette,Saudi Arabia,Middle East,MENA,https://saudigazette.com.sa/,20220508
"There is still no magic solution to terrorism, including killing Sinwar - analysis",terrorism,The Jerusalem Post,Israel,Middle East,MENA,https://www.jpost.com/,20220508
Neetesh Jung Kunwar version 2.0,military_conflict,Kathmandu Post,Nepal,South Asia,Asia,https://kathmandupost.com/,20220508
How Russians view the war,military_conflict,Meduza,Russia,Eastern Europe,Europe,https://meduza.io/en,20220508
America’s many roads to war,military_conflict,Iran Daily,Iran,Middle East,MENA,https://irandaily.ir/Service/3.html,20220508
"North Korea tests suspected
submarine-launched missile",military_conflict,Qatar Tribune,Qatar,Middle East,MENA,https://www.qatar-tribune.com/,20220508
