Headline,Category,Name,Country,Region,Continent,Site,Collected
African Union suspends Burkina Faso after military coup,regime_instability,NewsDay,Zimbabwe,East Africa,Africa,https://www.newsday.co.zw/,20220201
Kagame Facing a Rare Public Protest From Most Unusual Quarters –...,social_unrest,The Rwandan,Rwanda,East Africa,Africa,https://www.therwandan.com/,20220201
"Suspected herdsmen gang rape, kill housewife in Ondo",organized_crime,Vanguard,Nigeria,West Africa,Africa,https://www.vanguardngr.com/,20220201
AU suspends Burkina Faso after coup,regime_instability,The Chronicle,Zimbabwe,East Africa,Africa,https://www.chronicle.co.zw/,20220201
Bomb last in Kenya leaves 10 dead following Terror Threat Warning,terrorism,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220201
Rebels kidnap Pangolin in Congo,organized_crime,Malawi24,Malawi,East Africa,Africa,https://malawi24.com/,20220201
"Task force bursts drug dealers hideout, arrests two in FCT",organized_crime,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220201
"Cruel kidnap, murder of Hanifa",organized_crime,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220201
African Union suspends Burkina Faso after coup,regime_instability,Daily Nation,Kenya,East Africa,Africa,https://nation.africa/kenya,20220201
TOROITICH: Tame hate speech to end election violence,social_unrest,The Star,Kenya,East Africa,Africa,https://www.the-star.co.ke/,20220201
North Korea tests biggest missile since 2017,military_conflict,The Chronicle,Ghana,West Africa,Africa,https://thechronicle.com.gh/,20220201
Two missing as Japanese fighter jet crashes,military_conflict,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220201
Liberia: Pres. Weah Condemns Burkina Faso Coup d’état; Wants…,regime_instability,FrontPage Africa,Liberia,West Africa,Africa,https://frontpageafricaonline.com/,20220201
Ethiopia PM and UAE Crown Prince discuss Tigray rebellion,regime_instability,Garowe Online,Somalia,East Africa,Africa,https://www.garoweonline.com/en,20220201
Economics of fear: From the grip of Covid to polls and terrorism,terrorism,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220201
"I wanted to join Army to avenge my father’s killing – Kunle, son of Brig Ademulegun, assassinated in first military coup in 1966",regime_instability,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220201
Mozambique looks to revive gas deals stalled by unrest,social_unrest,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220201
UNICEF welcomes release of four abducted Chibok girls,organized_crime,The Punch,Nigeria,West Africa,Africa,https://punchng.com/,20220201
AU suspends Burkina Faso after coup as envoys head for talks,regime_instability,The Citizen,Tanzania,East Africa,Africa,https://www.thecitizen.co.tz/,20220201
420 soldiers complete Mountain Warfare Technical Course at Karugutu,military_conflict,The Daily Monitor,Uganda,East Africa,Africa,https://www.monitor.co.ug/,20220201
Kambi ya Moto residents barricade road in protest over increased crime,social_unrest,The Standard,Kenya,East Africa,Africa,https://www.standardmedia.co.ke/,20220201
Witty Mosotho centenarian looks back at war and past pandemics,military_conflict,Public Eye,Lesotho,South Africa,Africa,https://publiceyenews.com/,20220201
